LOAD,LAT,LON,CONSUMPTION_KWH,CONSUMPTION_PREV_MNTH,CONSUMPTION_PREV_TO_PREV_MNTH,SDO_CODE_ENC,CONSUMPTION_AVG_3M,CONSUMPTION_TREND,LOAD_EFFICIENCY
2.5836841403551296,28.67158804058045,77.45411506041027,96.58204957275316,162.22956232955576,209.39555214835465,2.002024119750318,156.06905468355455,-65.64751275680261,37.325274534752495
